2.500000e+02 -7.368532e-05 -6.280253e-06 -8.994047e+02 3.115208e+02 2.454409e+00
2.499514e+02 2.283913e-04 4.947035e-06 -8.946704e+02 -7.618538e+02 9.286217e+00
2.499962e+02 -2.213493e-04 -1.266999e-05 -8.918877e+02 5.902676e+02 9.485405e+00
2.447108e+02 -3.003613e-04 -1.008466e-05 -8.900325e+02 9.770102e+02 5.626936e+00
2.498616e+02 1.722415e-04 9.002210e-07 -8.898910e+02 -4.844518e+02 -8.227135e+00
2.498904e+02 2.347086e-04 1.661205e-05 -8.857554e+02 -6.791672e+02 -1.076721e+01
2.455860e+02 2.132292e-04 7.133399e-06 -8.850674e+02 -6.325980e+02 2.508265e+00
2.497131e+02 -1.426788e-04 2.861278e-06 -8.832074e+02 1.860450e+03 8.809442e+00
2.500000e+02 -1.901092e-04 -1.976783e-06 -8.755476e+02 1.382326e+03 1.299404e+00
2.267003e+02 -2.527780e-04 7.635638e-06 -8.754446e+02 8.286161e+02 -9.105756e+00
2.492748e+02 -1.384812e-04 -1.574295e-05 -8.731885e+02 4.809618e+02 1.172603e+01
2.499145e+02 -1.213442e-04 -5.152735e-06 -8.725264e+02 4.290804e+02 2.824947e+00
2.449523e+02 -1.806333e-04 -1.633893e-05 -8.723977e+02 5.002176e+02 1.764819e+01
2.500000e+02 7.422439e-05 -9.400486e-06 -8.722503e+02 -1.932408e+02 1.143404e+01
2.316647e+02 -7.319443e-05 2.996867e-05 -8.705111e+02 2.278053e+02 -3.210454e+01
2.500000e+02 -2.454895e-04 1.153310e-05 -8.695973e+02 8.336808e+02 -1.785399e+00
2.499997e+02 -2.251650e-04 6.403430e-06 -8.686438e+02 5.486505e+02 -5.026134e+00
2.500000e+02 2.513533e-04 1.260550e-05 -8.629099e+02 -7.848022e+02 -1.592027e+00
2.231849e+02 -2.389537e-04 -2.849521e-06 -8.625496e+02 6.585465e+02 1.400153e+01
2.496829e+02 -8.827323e-05 -1.260280e-05 -8.612183e+02 1.905709e+02 1.676013e+01
2.402812e+02 7.904990e-05 -2.178288e-05 -8.603773e+02 -2.018264e+02 1.486942e+01
2.242541e+02 3.364041e-04 -9.732888e-07 -8.566362e+02 -8.462385e+02 9.220635e+00
2.487530e+02 -1.011360e-04 2.084079e-05 -8.566134e+02 3.264764e+02 -1.176522e+01
2.496494e+02 2.033399e-04 1.613452e-05 -8.536232e+02 -4.719174e+02 -5.195415e+00
2.500000e+02 -5.437155e-05 -1.398269e-06 -8.535130e+02 1.835142e+02 -3.183553e+00
2.500000e+02 1.359539e-04 -3.767888e-06 -8.530404e+02 -3.932807e+02 2.998672e+00
2.411299e+02 2.389116e-04 2.645268e-05 -8.529640e+02 -9.977980e+02 -1.430317e+01
2.420999e+02 1.612198e-04 1.425840e-05 -8.524579e+02 -5.239905e+02 -1.465377e+01
2.496971e+02 -2.371214e-04 -3.459308e-05 -8.495873e+02 1.374227e+03 2.174324e+01
2.500000e+02 -1.823258e-04 1.353804e-05 -8.489649e+02 5.488568e+02 -1.346461e+01
2.500000e+02 -2.537153e-05 1.365071e-05 -8.482576e+02 -1.962430e+03 4.976619e+00
2.500000e+02 -2.255444e-04 1.892414e-05 -8.452668e+02 8.437260e+02 -8.403279e+00
2.430584e+02 1.865466e-04 9.581566e-06 -8.451718e+02 -1.587111e+03 -1.037012e+01
2.499675e+02 2.339499e-04 2.202801e-05 -8.445224e+02 -8.990466e+02 -7.794290e+00
2.500000e+02 1.294194e-04 1.012186e-05 -8.421071e+02 -3.814833e+02 -6.247324e+00
2.500000e+02 1.411805e-04 2.143877e-05 -8.407534e+02 -2.241523e+02 -1.321988e+01
2.479764e+02 7.941602e-05 -7.510862e-06 -8.387840e+02 -1.417498e+02 6.226950e+00
2.500000e+02 -3.276420e-05 -4.461763e-06 -8.358843e+02 1.008389e+02 4.956961e+00
2.500000e+02 7.196356e-05 -1.622767e-05 -8.349598e+02 -1.839385e+02 8.509731e+00
2.430437e+02 -1.483647e-04 -3.089099e-05 -8.338781e+02 3.080989e+02 1.903796e+01
2.376962e+02 1.133079e-04 3.266729e-05 -8.323207e+02 -3.849213e+02 -2.378195e+01
2.416108e+02 2.488358e-04 1.395393e-05 -8.319853e+02 -1.065644e+03 -2.198840e+00
2.492782e+02 9.472184e-05 4.488949e-05 -8.301252e+02 -1.965624e+02 -2.829174e+01
