   1.6058500e+02  -3.3807410e-04  -1.8437740e-05  -3.1632210e+02   7.0200220e+02   5.4992390e+00
   1.3080040e+02  -8.2909220e-05  -1.8503180e-05  -2.7916760e+02   6.5465260e+01   1.9869790e+01
   1.6209950e+02  -1.6787310e-04  -1.0431030e-05  -2.1444520e+02   2.1164920e+02  -1.7714410e+00
   1.5005480e+02  -3.2901410e-04  -2.5005010e-05  -1.8236750e+02   8.0883750e+02   6.2213010e+00
   1.4901370e+02   3.4184350e-04  -3.5420700e-07  -1.7896920e+02  -9.2171760e+02  -2.2380270e+00
   1.4820950e+02  -2.8571360e-04   4.9307750e-05  -1.6492170e+02   5.1995090e+02  -2.1282590e+01
   1.5665370e+02  -2.9862910e-04  -2.8839610e-05  -1.5365360e+02   6.0215990e+02  -7.0413970e-01
   1.2503450e+02   2.6713630e-04  -9.0086290e-07  -1.0795070e+02  -3.3180230e+02   1.3852110e+01
   1.5145220e+02   1.5345510e-05   5.4601260e-05  -8.0671590e+01   1.6083300e+01  -2.4763200e+01
   1.3414280e+02  -2.7205590e-04  -2.7830280e-05  -3.5708510e+01   3.5218400e+02   1.4815820e+01
   1.5348370e+02  -1.0074500e-04   1.2407970e-05   2.2637080e+01   1.9391690e+02   8.8009800e+00
   1.6232010e+02  -2.4989490e-04  -3.2430110e-05   1.3726220e+02   2.8405950e+02  -7.6017190e+00
   1.6240830e+02   1.3136400e-04  -8.4810350e-05   1.9022300e+02  -1.4289260e+02   4.9207840e+00
   1.3483780e+02  -3.5442850e-04  -3.3443390e-05   2.3423220e+02   4.4050890e+02   9.8098640e+00
   1.5739650e+02  -7.6907240e-05  -1.2594770e-04   2.7774880e+02   8.8520420e+01   1.8902350e+01
   1.3721920e+02  -3.6823010e-04   5.0354200e-05   3.0775940e+02   5.0233210e+02   1.9071250e+00
   1.4596270e+02  -3.3888650e-04   2.8830590e-05   3.1397760e+02   5.2666090e+02   3.9053380e+00
   1.5457220e+02  -9.3485930e-05  -3.3475590e-05   4.1849290e+02   2.4751980e+01   1.6010770e+01
   1.6014380e+02  -1.0287070e-04  -6.6096230e-05   5.2264770e+02   7.3689430e+01   1.0210990e+01
   1.5647300e+02   3.3594820e-04  -2.7746180e-05   7.3995650e+02  -3.2267890e+02  -8.1432880e+00
   1.5410920e+02   1.0654520e-04  -5.3243650e-05  -2.1095820e+02  -1.6125650e+02   2.6546140e+01
   1.5077470e+02   3.2733030e-04   2.6064340e-05  -1.1427040e+02  -6.6450980e+02  -1.6613980e+01
   1.3787100e+02  -1.1706330e-04  -4.7857880e-05  -8.5148910e+01   1.7105070e+02   1.2443130e+01
   1.5633800e+02  -2.7033480e-04   3.7515190e-05  -7.0902050e+01   4.9137860e+02  -1.7751280e+01
   1.3958220e+02  -2.7222970e-05  -3.1594690e-05   8.2224330e+01   1.1218420e+02   1.7493140e+01
   1.5924640e+02  -2.3208350e-04  -3.5521700e-05   1.1598210e+02   3.0711470e+02   1.2185730e+01
   1.4833690e+02  -5.2430070e-05  -3.9610530e-05   1.7074110e+02   8.1880330e+01   1.7553890e+01
   1.5558500e+02  -3.6371720e-05   1.4941160e-05   2.0204490e+02  -2.5938810e+01  -1.2638290e+01
   1.5622820e+02   3.2045680e-04  -1.6911510e-05   3.0470380e+02  -4.2312340e+02   8.4861520e+00
   1.5401630e+02  -3.5052630e-04   3.1146850e-05   4.4791510e+02   5.2117040e+02   8.1420180e+00
   1.5139860e+02   3.8009920e-04  -2.9173220e-05   5.1584300e+02  -5.2837920e+02  -3.0810650e+00
   1.3422940e+02  -1.3912010e-04  -3.5694880e-05  -2.2636830e+02   1.9213440e+02   8.7270670e-01
   1.5193670e+02   6.1703800e-05  -5.2592260e-06  -2.1918760e+02  -2.2781400e+02   1.3619360e+01
   1.5788900e+02   2.6246840e-04   7.4846920e-06  -2.1053650e+02  -4.0326810e+02  -7.0022820e+00
   1.5547590e+02   2.4588280e-04   6.7065540e-05  -1.9711040e+02  -4.0795430e+02  -1.6279090e+01
   1.3436290e+02   3.1873040e-04   5.0824910e-06  -1.9506040e+02  -4.5280170e+02  -6.8605440e+00
   1.5963530e+02   1.1164820e-04  -1.7393900e-05  -1.7222750e+02  -2.4513860e+02  -5.4544230e+00
   1.4556710e+02   4.0811070e-04  -2.3650210e-05  -1.5653920e+02  -7.6215080e+02   3.5467740e+00
   1.5108400e+02   3.0920200e-04  -2.5384470e-05  -9.6042300e+01  -6.7681460e+02   1.1073500e+00
   1.5513820e+02  -4.7068910e-06   1.5808370e-05  -7.5762670e+01  -8.8191180e+00  -1.6220390e+01
   1.6142440e+02   2.3208110e-04  -3.5218650e-05  -6.0200910e+01  -5.3964000e+02   2.9252110e+00
   1.3851920e+02  -4.1778630e-04  -1.1959040e-05  -3.5059230e+01   7.6677140e+02   8.6398370e+00
   1.4157380e+02   3.2420630e-04   4.7508770e-06   1.5572870e+01  -5.4350730e+02   6.1901850e+00
   1.4615700e+02  -3.7222500e-04   2.0873490e-05   2.4119450e+01   6.3464370e+02  -8.5053290e-01
   1.5471630e+02   3.0972310e-04   5.9185760e-05   7.2157370e+01  -6.8872200e+02  -6.5675480e+00
   1.5551790e+02  -1.2354150e-04   2.3276780e-05   8.3697350e+01   1.1371910e+02   6.2805530e+00
   1.3027100e+02  -3.2632550e-04   3.8123130e-05   1.5616050e+02   8.2442080e+02  -9.1912170e+00
   1.4389090e+02  -3.5461600e-04  -2.9296200e-06   1.8923730e+02   5.9638060e+02   4.8228810e+00
   1.5777690e+02   2.9629840e-04   1.7328690e-05   1.9220700e+02  -4.0701840e+02   7.7114900e+00
   1.5903650e+02  -8.0682290e-05  -6.2618830e-05   2.2455830e+02   2.4478040e+02   9.6302870e-01
   1.5713560e+02  -3.1470110e-04  -7.4226070e-06   2.4381340e+02   5.2231490e+02  -2.4142740e+00
   1.5615400e+02   2.0397420e-04   8.6554860e-06   2.4909850e+02  -2.0685070e+02  -1.3448410e+01
   1.5962470e+02  -2.0565680e-04  -2.9535070e-05   2.5272610e+02   2.9876840e+02   1.2767950e+01
   1.6088460e+02  -2.4488200e-04  -3.6305260e-05   2.7180330e+02   3.6730040e+02  -7.6889620e+00
   1.6113390e+02  -3.1603080e-04  -4.3015230e-05   2.9676510e+02   1.2141860e+03  -2.9821630e+00
   1.6209050e+02  -2.8414390e-04   6.5492710e-05   3.0317820e+02   8.8067770e+02   7.5935980e+00
   1.5272040e+02  -2.7585170e-04   9.1034370e-05   3.0893520e+02   2.7797120e+02  -5.8503180e+00
