22	0.242091   	2.50118e-05   	1.95624e-05
22	4.05817e-06   	-5.17156e-06   	-1.49699e-05
22	-0.000482017   	1.40326e-05   	1.09914e-06
22	-0.115172   	-4.82686e-06   	-1.00873e-05
22	0.00158356   	-1.36125e-05   	1.42974e-05
22	-7.73477e-06   	2.28081e-05   	-8.53755e-06
22	0.315796   	-3.12353e-05   	1.91509e-05
22	0.0924086   	1.27273e-05   	-4.69091e-06
22	1.95015   	4.86445e-06   	-8.05527e-06
22	0.000390199   	7.15256e-05   	1.14249e-05
22	0.485764   	-3.4631e-06   	-1.30878e-05
22	-5.4351   	1.90992e-05   	-9.09032e-06
22	-0.373895   	3.98068e-05   	-2.68606e-05
22	1.28916   	-4.23785e-05   	-1.49022e-05
22	-0.346651   	2.28691e-05   	1.87794e-05
22	0.00326452   	3.32743e-05   	-2.4512e-05
22	0.0532753   	-2.07976e-05   	3.92465e-07
22	-0.257412   	2.39207e-05   	-1.06902e-06
22	-5.47181e-05   	6.05517e-05   	3.43882e-06
22	1.52309   	-4.38726e-05   	6.9656e-06
22	-0.00271708   	2.47456e-05   	1.33679e-05
22	-3.20635   	1.65864e-05   	-3.14318e-06
22	-1.48704   	-2.77975e-05   	-2.12826e-05
22	1.17625   	2.60907e-05   	-2.07351e-05
22	0.000359863   	3.56056e-05   	-3.08813e-06
22	0.00465899   	3.24637e-05   	-2.06046e-05
22	2.09867   	-7.48791e-05   	5.06136e-06
22	-3.59116   	-8.19725e-06   	2.18792e-05
22	-2.95125   	5.55897e-05   	1.07528e-05
22	0.000246968   	-1.97209e-05   	1.06704e-05
22	2.52751   	4.66347e-05   	-1.45223e-05
22	1.48229   	8.17599e-05   	2.75651e-05
22	0.417355   	-2.51414e-05   	1.94746e-06
22	9.18501e-05   	-1.1334e-05   	5.86715e-06
22	0.000710709   	4.93882e-05   	-1.41013e-05
22	-0.189795   	3.51364e-05   	-3.5175e-06
22	0.000402903   	-5.04247e-05   	-1.32556e-05
22	-4.17402   	-0.000114552   	-1.25219e-05
22	-1.47235   	-2.66373e-05   	-1.12776e-05
22	0.0542339   	-1.79371e-05   	1.50083e-05
22	-0.00157092   	3.85185e-05   	-6.9466e-06
22	-6.91541   	1.4799e-05   	-2.20166e-05
22	0.0340676   	2.64005e-05   	-2.84962e-06
22	-7.08877   	-1.81763e-05   	-1.59712e-06
22	0.610749   	-1.4738e-05   	4.7328e-06
22	-0.442189   	3.31685e-05   	-2.73338e-06
22	-0.441148   	2.11429e-06   	5.3319e-06
22	0.131731   	-1.5447e-06   	-2.23529e-08
22	0.00188149   	-1.15308e-05   	1.69538e-06
22	0.0299702   	-2.52094e-05   	-1.7829e-06
22	0.453259   	-5.13921e-06   	1.11301e-05
22	0.030429   	-3.64238e-07   	1.95366e-05
22	6.93567   	-3.67254e-05   	2.22842e-05
22	2.45352   	-3.71612e-05   	-1.07514e-07
22	0.970776   	-3.70141e-05   	6.98149e-06
22	0.514201   	-2.58158e-05   	2.90133e-06
22	0.867608   	-3.93668e-06   	1.31203e-05
22	-0.91594   	-4.06684e-06   	-2.54416e-05
22	2.72863   	3.77566e-05   	-2.1888e-05
22	-0.0252348   	2.19626e-06   	-2.45168e-05
22	6.83579   	3.13385e-05   	-8.31694e-07
22	-0.00695074   	-9.5516e-09   	1.99997e-05
22	-1.20954   	8.24996e-06   	9.85379e-06
22	-0.80734   	-8.44556e-05   	-1.72428e-05
22	-0.00178821   	-2.64902e-05   	1.22422e-05
22	1.05226e-05   	-1.00351e-05   	1.54455e-05
22	0.018368   	-1.67313e-06   	-6.97602e-06
22	-0.0192068   	6.2002e-06   	-1.35835e-05
22	-0.00839343   	-1.20153e-05   	-1.27809e-05
22	-2.87796   	-7.47423e-06   	3.34739e-06
22	-0.138715   	-1.51342e-05   	1.08363e-05
22	-0.514969   	-2.63396e-05   	-1.96794e-05
22	0.347271   	-1.94178e-06   	1.81172e-05
