11 2.500000e+02 0.00192631 -6.280253e-06 -8.994047e+02 3.115208e+02 2.454409e+00 
11 2.499514e+02 0.00222839 4.947035e-06 -8.946704e+02 -7.618538e+02 9.286217e+00 
11 2.499962e+02 0.00177865 -1.266999e-05 -8.918877e+02 5.902676e+02 9.485405e+00 
11 2.447108e+02 0.00169964 -1.008466e-05 -8.900325e+02 9.770102e+02 5.626936e+00 
11 2.498616e+02 0.00217224 9.002210e-07 -8.898910e+02 -4.844518e+02 -8.227135e+00 
11 2.498904e+02 0.00223471 1.661205e-05 -8.857554e+02 -6.791672e+02 -1.076721e+01 
11 2.455860e+02 0.00221323 7.133399e-06 -8.850674e+02 -6.325980e+02 2.508265e+00 
11 2.497131e+02 0.00185732 2.861278e-06 -8.832074e+02 1.860450e+03 8.809442e+00 
11 2.500000e+02 0.00180989 -1.976783e-06 -8.755476e+02 1.382326e+03 1.299404e+00 
11 2.267003e+02 0.00174722 7.635638e-06 -8.754446e+02 8.286161e+02 -9.105756e+00 
11 2.492748e+02 0.00186152 -1.574295e-05 -8.731885e+02 4.809618e+02 1.172603e+01 
11 2.499145e+02 0.00187866 -5.152735e-06 -8.725264e+02 4.290804e+02 2.824947e+00 
11 2.449523e+02 0.00181937 -1.633893e-05 -8.723977e+02 5.002176e+02 1.764819e+01 
11 2.500000e+02 0.00207422 -9.400486e-06 -8.722503e+02 -1.932408e+02 1.143404e+01 
11 2.316647e+02 0.00192681 2.996867e-05 -8.705111e+02 2.278053e+02 -3.210454e+01 
11 2.500000e+02 0.00175451 1.153310e-05 -8.695973e+02 8.336808e+02 -1.785399e+00 
11 2.499997e+02 0.00177483 6.403430e-06 -8.686438e+02 5.486505e+02 -5.026134e+00 
11 2.500000e+02 0.00225135 1.260550e-05 -8.629099e+02 -7.848022e+02 -1.592027e+00 
11 2.231849e+02 0.00176105 -2.849521e-06 -8.625496e+02 6.585465e+02 1.400153e+01 
11 2.496829e+02 0.00191173 -1.260280e-05 -8.612183e+02 1.905709e+02 1.676013e+01 
11 2.402812e+02 0.00207905 -2.178288e-05 -8.603773e+02 -2.018264e+02 1.486942e+01 
11 2.242541e+02 0.0023364 -9.732888e-07 -8.566362e+02 -8.462385e+02 9.220635e+00 
11 2.487530e+02 0.00189886 2.084079e-05 -8.566134e+02 3.264764e+02 -1.176522e+01 
11 2.496494e+02 0.00220334 1.613452e-05 -8.536232e+02 -4.719174e+02 -5.195415e+00 
11 2.500000e+02 0.00194563 -1.398269e-06 -8.535130e+02 1.835142e+02 -3.183553e+00 
11 2.500000e+02 0.00213595 -3.767888e-06 -8.530404e+02 -3.932807e+02 2.998672e+00 
11 2.411299e+02 0.00223891 2.645268e-05 -8.529640e+02 -9.977980e+02 -1.430317e+01 
11 2.420999e+02 0.00216122 1.425840e-05 -8.524579e+02 -5.239905e+02 -1.465377e+01 
11 2.496971e+02 0.00176288 -3.459308e-05 -8.495873e+02 1.374227e+03 2.174324e+01 
11 2.500000e+02 0.00181767 1.353804e-05 -8.489649e+02 5.488568e+02 -1.346461e+01 
11 2.500000e+02 0.00197463 1.365071e-05 -8.482576e+02 -1.962430e+03 4.976619e+00 
11 2.500000e+02 0.00177446 1.892414e-05 -8.452668e+02 8.437260e+02 -8.403279e+00 
11 2.430584e+02 0.00218655 9.581566e-06 -8.451718e+02 -1.587111e+03 -1.037012e+01 
11 2.499675e+02 0.00223395 2.202801e-05 -8.445224e+02 -8.990466e+02 -7.794290e+00 
11 2.500000e+02 0.00212942 1.012186e-05 -8.421071e+02 -3.814833e+02 -6.247324e+00 
11 2.500000e+02 0.00214118 2.143877e-05 -8.407534e+02 -2.241523e+02 -1.321988e+01 
11 2.479764e+02 0.00207942 -7.510862e-06 -8.387840e+02 -1.417498e+02 6.226950e+00 
11 2.500000e+02 0.00196724 -4.461763e-06 -8.358843e+02 1.008389e+02 4.956961e+00 
11 2.500000e+02 0.00207196 -1.622767e-05 -8.349598e+02 -1.839385e+02 8.509731e+00 
11 2.430437e+02 0.00185164 -3.089099e-05 -8.338781e+02 3.080989e+02 1.903796e+01 
