0.000100584 0.0842943
0.000499481 0.418588
0.00109611 0.918588
0.00837195 7.01608
0.0154986 12.9886
0.015797 13.2386
0.0173261 14.5201
0.0190044 15.9266
0.019601 16.4266
0.0285552 23.9306
0.0375094 31.4346
0.038106 31.9346
0.0453818 38.0321
0.0525085 44.0046
0.0528068 44.2546
0.054336 45.5361
0.0560143 46.9426
0.0566109 47.4426
0.0626175 52.4764
0.0689224 57.7602
0.0701157 58.7602
0.0760586 63.7406
0.0820015 68.721
0.0831947 69.721
0.0891376 74.7014
0.0950805 79.6818
0.0962737 80.6818
0.1009 84.5591
0.105079 88.0614
0.105378 88.3114
0.106907 89.5929
0.108585 90.9994
0.109182 91.4994
0.118136 99.0034
0.12709 106.507
0.127687 107.007
0.134963 113.105
0.142089 119.077
0.142388 119.327
0.14332 120.109
0.144312 120.94
0.14482 121.365
0.145416 121.865
0.146013 122.365
0.154967 129.869
0.163921 137.373
0.164518 137.873
0.17287 144.873
0.181133 151.798
0.18164 152.223
0.182237 152.723
0.182833 153.223
0.185214 155.218
0.191921 160.838
0.196843 164.964
0.19744 165.464
0.202745 169.91
0.208051 174.356
0.208647 174.856
0.209244 175.356
0.214251 179.552
0.219258 183.748
0.219854 184.248
0.22516 188.694
0.230465 193.14
0.231062 193.64
0.231658 194.14
0.236665 198.336
0.241672 202.532
0.242269 203.032
0.247574 207.478
0.252879 211.925
0.253476 212.425
0.254073 212.925
0.266426 223.277
0.27878 233.63
0.279376 234.13
0.291281 244.107
0.303186 254.084
0.303783 254.584
0.304379 255.084
0.327648 274.584
0.351065 294.209
0.35196 294.959
0.375676 314.834
0.399243 334.584
0.399839 335.084
0.411744 345.06
0.423649 355.037
0.424245 355.537
0.436599 365.89
0.448953 376.243
0.449549 376.743
0.450146 377.243
0.450742 377.743
0.452324 379.068
0.454203 380.643
0.455396 381.643
0.457574 383.468
0.459751 385.293
0.460945 386.293
0.463122 388.118
0.4653 389.943
0.466493 390.943
0.468671 392.768
0.470849 394.593
0.472042 395.593
0.48472 406.218
0.4971 416.593
0.497697 417.093
0.511718 428.843
0.525738 440.593
0.526335 441.093
0.539759 452.343
0.553183 463.593
0.55378 464.093
0.567204 475.343
0.580628 486.593
0.581224 487.093
0.594649 498.343
0.608073 509.593
0.608669 510.093
0.622093 521.343
0.635517 532.593
0.636114 533.093
0.641961 537.993
0.648106 543.143
0.649299 544.143
0.651686 546.143
0.655261 549.139
0.657642 551.134
0.658835 552.134
0.663012 555.634
0.667188 559.134
0.668381 560.134
0.683893 573.134
0.713725 598.134
0.729237 611.134
0.73043 612.134
0.734607 615.634
0.738783 619.134
0.739976 620.134
0.742363 622.134
0.745681 624.915
0.747807 626.697
0.749 627.697
0.753176 631.197
0.757353 634.697
0.758546 635.697
0.774058 648.697
0.803591 673.447
0.818379 685.839
0.819146 686.482
0.820339 687.482
0.824516 690.982
0.828692 694.482
0.829885 695.482
0.832272 697.482
0.83559 700.263
0.837716 702.044
0.838909 703.044
0.842787 706.294
0.846239 709.187
0.847006 709.83
0.848199 710.83
0.863711 723.83
0.893244 748.58
0.908032 760.973
0.908799 761.615
0.909992 762.615
0.914169 766.115
0.918345 769.615
0.919538 770.615
0.921925 772.615
0.925243 775.397
0.927369 777.178
0.928562 778.178
0.93244 781.428
0.935892 784.321
0.936659 784.963
0.937852 785.963
0.950219 796.327
0.96216 806.334
0.962927 806.977
0.96412 807.977
0.97979 821.109
0.996391 835.022
0.998517 836.803
0.99971 837.803
1.00049 838.453
1.00416 841.603
1.01097 847.603
1.01444 850.753
1.01775 853.903
1.02385 859.903
1.02696 863.053
1.0299 866.203
1.0353 872.203
1.03796 875.246
1.03841 875.789
1.03926 876.789
1.0398 877.439
1.04237 880.589
1.04707 886.589
1.04945 889.739
1.05165 892.889
1.05565 898.889
1.05766 902.039
1.05949 905.189
1.06279 911.189
1.06437 914.231
1.06578 917.274
1.06838 923.274
1.06965 926.424
1.07074 929.574
1.07264 935.574
1.07354 938.724
1.07427 941.874
1.07547 947.874
1.076 951.024
1.07636 954.174
1.07685 960.174
1.07702 963.324
1.07701 966.474
1.0768 972.474
1.0766 975.624
1.07622 978.774
1.07531 984.774
1.07474 987.924
1.07399 991.074
1.07238 997.074
1.07144 1000.22
1.07033 1003.37
1.06802 1009.37
1.06671 1012.52
1.06523 1015.67
1.06222 1021.67
1.0606 1024.72
1.06029 1025.26
1.05973 1026.26
1.05609 1032.76
1.05245 1039.26
1.05189 1040.26
1.05133 1041.26
1.05078 1042.24
1.05023 1043.22
1.04967 1044.22
1.04617 1050.47
1.04287 1056.37
1.04251 1057.01
1.04195 1058.01
1.04158 1058.66
1.03973 1061.81
1.03602 1067.81
1.03398 1070.96
1.03175 1074.11
1.02734 1080.11
1.02493 1083.26
1.02234 1086.41
1.01723 1092.41
1.01444 1095.56
1.01149 1098.71
1.00567 1104.71
1.00263 1107.75
0.999416 1110.79
0.992899 1116.79
0.989381 1119.94
0.985688 1123.09
0.978469 1129.09
0.974583 1132.24
0.970521 1135.39
0.962601 1141.39
0.958347 1144.54
0.953917 1147.69
0.945296 1153.69
0.940833 1156.74
0.936196 1159.78
0.926873 1165.78
0.921882 1168.93
0.916716 1172.08
0.906692 1178.08
0.901333 1181.23
0.895798 1184.38
0.885073 1190.38
0.879346 1193.53
0.873443 1196.68
0.862016 1202.68
0.856024 1205.78
0.854851 1206.38
0.852888 1207.38
0.851612 1208.03
0.845341 1211.18
0.833213 1217.18
0.826749 1220.33
0.82011 1223.48
0.80728 1229.48
0.800448 1232.63
