11 250 0.002 0 0 0 0
11 2.499991e+02 0.00178134 9.188055e-06 -8.999814e+02 8.365059e+02 -7.653494e+00
11 2.437932e+02 0.00223163 -1.329892e-05 -8.999520e+02 -5.030033e+02 8.125427e+00
11 2.500000e+02 0.00180727 -6.931086e-06 -8.998851e+02 5.850016e+02 5.475695e+00
11 2.500000e+02 0.00210847 2.624001e-05 -8.998679e+02 -2.848429e+02 -2.572197e+01
11 2.500000e+02 0.00183818 -2.395629e-05 -8.997839e+02 6.051537e+02 1.515240e+01
11 2.500000e+02 0.00182194 -2.028904e-05 -8.997814e+02 4.792765e+02 2.639153e+01
11 2.402514e+02 0.00211556 -2.892870e-05 -8.996997e+02 -3.763645e+02 2.529881e+01
11 2.500000e+02 0.00196346 -2.431433e-05 -8.996349e+02 5.486073e+01 1.385276e+01
11 2.500000e+02 0.00201947 -4.019066e-06 -8.996152e+02 -9.989532e+01 7.286420e+00
11 2.490026e+02 0.00183864 -1.585371e-06 -8.995764e+02 3.279266e+02 -2.693212e+00
11 2.496739e+02 0.00173068 -9.099302e-07 -8.995253e+02 6.697687e+02 2.558332e+00
11 2.500000e+02 0.00207796 -8.234945e-06 -8.993523e+02 -1.566064e+02 5.698783e+00
11 2.499982e+02 0.00173692 3.445545e-05 -8.992876e+02 1.079026e+03 -1.987091e+01
11 2.500000e+02 0.00176966 -3.989054e-05 -8.992646e+02 9.955887e+02 1.251082e+01
11 2.500000e+02 0.00210034 -1.945283e-05 -8.991529e+02 -2.197907e+02 1.300264e+01
11 2.472036e+02 0.001701 -2.611970e-05 -8.990626e+02 1.122409e+03 1.113655e+01
11 2.499597e+02 0.00173151 -5.244215e-06 -8.989715e+02 7.931469e+02 1.039840e+01
11 2.487733e+02 0.00176547 -2.263213e-05 -8.988672e+02 8.153325e+02 1.966624e+01
11 2.499258e+02 0.00223333 4.240518e-06 -8.986820e+02 -6.846559e+02 -1.703515e-01
11 2.500000e+02 0.00204773 -2.191149e-05 -8.985610e+02 -5.466677e+01 1.302540e+01
11 2.489920e+02 0.00210103 -1.007996e-05 -8.984270e+02 -3.133233e+02 4.174023e+00
11 2.417279e+02 0.00220228 9.835443e-06 -8.984165e+02 -5.436382e+02 -1.462312e+01
11 2.500000e+02 0.00229169 -1.074482e-07 -8.982666e+02 -7.385963e+02 -2.557787e+00
11 2.339319e+02 0.00175934 -2.987609e-06 -8.982261e+02 7.517017e+02 1.671212e+00
11 2.475946e+02 0.00224531 -9.651036e-06 -8.980908e+02 -8.761627e+02 7.831967e-01
11 2.461892e+02 0.00190959 -1.459867e-05 -8.979440e+02 8.389100e+01 2.862768e+01
11 2.437232e+02 0.00229535 2.700075e-05 -8.976693e+02 -1.015823e+03 -1.700896e+01
11 2.369934e+02 0.00182179 7.590022e-06 -8.975277e+02 4.847600e+02 -1.193485e+01
11 2.420928e+02 0.00219737 9.204527e-06 -8.973695e+02 -1.597451e+03 -4.864066e+00
11 2.499785e+02 0.00176838 8.568055e-06 -8.972833e+02 8.244325e+02 5.190496e+00
11 2.500000e+02 0.00187384 1.919337e-05 -8.972499e+02 3.016628e+02 -9.182588e+00
11 2.450786e+02 0.00174611 -1.554122e-05 -8.971413e+02 9.166110e+02 6.694039e+00
11 2.424470e+02 0.0021538 -3.958587e-06 -8.971383e+02 -5.874836e+02 -4.670559e+00
11 2.355849e+02 0.00227462 -1.258146e-06 -8.971270e+02 -7.891749e+02 2.122718e-02
11 2.442271e+02 0.002174 -2.457286e-05 -8.970680e+02 -4.848374e+02 2.306004e+01
11 2.359036e+02 0.00203094 4.367173e-05 -8.968836e+02 -1.757616e+02 -3.126387e+01
11 2.500000e+02 0.00203586 -2.359458e-05 -8.967881e+02 -8.912576e+01 1.776434e+01
11 2.481974e+02 0.00183307 2.072315e-06 -8.967786e+02 4.879496e+02 1.224138e+00
